QUIZ BASE 2022 PATENTE NAUTICA;None;RISPOSTA 1                    V/F;RSPOSTA 2                        V/F;RISPOSTA 3                         V/F;
783;None;Tra gli aspetti piu' distintivi di fari e fanali, normalmente:;i fari segnalano le testate dei moli.;F;i fanali producono luce di grande portata.;F;i fari permettono il riconoscimento costiero, i fanali segnalano opere portuali, pericoli vari e punti costieri di secondario interesse.;V;
784;None;Riguardo ai segnalamenti diurni:;le mede sono aste piazzate sui promontori come punti cospicui.;F;i dromi sono galleggianti parallelepipedi, spesso muniti di miraglio.;F;i gavitelli sono piccoli galleggianti romboidali, per segnalazioni temporanee.;V;
785;None;A proposito di segnalamento marittimo AISM - IALA, una luce bianca, isofase, intermittente o a lampi lunghi o riproducente la lettera A (Alfa) dell'alfabeto Morse, e' un segnale:;di pericolo isolato.;F;cardinale.;F;di acque sicure.;V;
786;None;Con riferimento alla luce emessa da un segnalamento:;e' possibile emettere luci di colore differenziato per dati settori di visibilita'.;V;la luce verde viene impiegata dalla nave per segnalare il diritto di precedenza nei canali navigabili.;F;la luce verde viene indicata nell'abbreviazione italiana con G.;F;
787;None;Faro e fanale differiscono:;per il diametro in pollici della sorgente luminosa.;F;per la portata nominale.;V;per il colore della luce.;F;
788;None;La meda e':;un tipo di faro.;F;una costruzione o un palo fisso sul fondo del mare che emerge.;V;una boa.;F;
789;None;Con riferimento alla portata di un segnalamento:;"se la nominale e' superiore alla geografica, si avvisteranno le ""spazzate"" di luce sopra l'orizzonte.";F;la portata nominale e' quella luminosa, in un'atmosfera con visibilita' meteorologica di 10 miglia.;V;la portata geografica dipende dall'altezza della sorgente e dall'intensita' della luce.;F;
790;None;A proposito di segnalamento marittimo AISM - IALA, una luce bianca, a lampi (durata della luce inferiore a quella dell'eclisse),  e' un:;segnale speciale.;F;segnale di pericolo isolato.;V;segnale di acque sicure.;F
791;None;L'eventuale miraglio del segnale di acque sicure e' costituito da:;due sfere nere sovrapposte.;F;due sfere rosse sovrapposte.;F;una sfera rossa.;V
792;None;Il miraglio del segnale cardinale Nord e' costituito da:;due coni sovrapposti con i rispettivi vertici rivolti verso l'alto.;V;due coni sovrapposti con i rispettivi vertici rivolti verso il basso.;F;due coni sovrapposti uniti per le rispettive basi.;F
793;None;I segnali cardinali indicano:;il settore dal quale provengono, in genere, le avverse condimeteo in quella zona.;F;le zone interdette alla navigazione.;F;il lato ove si trova un pericolo e, di conseguenza, dove navigare in sicurezza.;V
794;None;"Cosa significa la seguente indicazione ""F.r. 18M"" per un faro?";faro isofase con altezza di 18 m sul livello del mare.;F;faro a luce fissa di colore rossa con portata nominale di 18 miglia.;V;faro lampeggiante con lampeggio ad intervalli regolari di altezza e portata nominale pari a 18 miglia.;F
795;None;Il miraglio del segnale cardinale Est e' costituito da:;due coni sovrapposti con i rispettivi vertici rivolti verso l'alto.;F;due coni sovrapposti con i rispettivi vertici rivolti verso il basso.;F;due coni sovrapposti uniti per le rispettive basi.;V
796;None;Il miraglio del segnale cardinale Sud e' costituito da:;due coni sovrapposti uniti per i rispettivi vertici.;F;due coni sovrapposti uniti per le rispettive basi.;F;due coni sovrapposti con i rispettivi vertici rivolti verso il basso.;V
797;None;Una boa con miraglio formato da due coni neri uniti per il vertice segnala:;di passare a ovest del segnale (il pericolo e' a est).;V;di passare a sud del segnale (il pericolo e' a nord).;F;di passare a est del segnale (il pericolo e' a ovest).;F
798;None;Una boa con miraglio formato da due coni neri uniti per la base segnala:;di passare a est del segnale(il pericolo e' a ovest).;V;di passare a ovest del segnale (il pericolo e' a est).;F;di passare a sud del segnale (il pericolo e' a nord).;F
799;None;Il miraglio del segnale cardinale Ovest e' costituito da:;due coni sovrapposti uniti per le rispettive basi.;F;due coni sovrapposti con i rispettivi vertici rivolti verso il basso.;F;due coni sovrapposti uniti per i rispettivi vertici.;V
800;None;Il segnale AISM - IALA regione A, di pericolo isolato e' indicato con:;boa a fuso oppure asta di colore nero con una o piu' fasce larghe rosse orizzontali.;V;boa bianca e rossa con miraglio a triangolo rosso.;F;"boa gialla con o senza miraglio giallo a ""X"".";F;
801;None;l'abbreviazione ï¿½Altï¿½, presente sulle carte nautiche italiane e riferita alle luci, indica:;luce alternata.;V;altezza della luce sul livello medio del mare.;F;altezza del segnale.;F;
802;None;Riguardo ai tipi di luce di un faro, possiamo dire che:;la luce alternata di un faro e' una luce ritmica che mostra alternativamente colori diversi.;V;la luce alternata di un faro e' una luce ritmica che mostra sempre una luce bianca alternata ad una eclisse.;F;la luce fissa di un faro e' una luce continua di aspetto e intensita' costanti ma di colore variabile.;F;
803;None;Un faro di notte e' individuato:;"dalla sua ""caratteristica"".";V;esclusivamente dal colore della sua luce e dal periodo.;F;esclusivamente dal suo colore e numero di lampeggi.;F;
804;None;Qual e' il settore di visibilita' di un faro come in figura a fianco?;la sua luce si vede da est verso ovest, cioe' da 090ï¿½ a270ï¿½;V;la sua luce si vede da nord a sud, cioe' da 000ï¿½ a 180ï¿½;F;e' un faro spento poiche' guasto.;F;
805;None;"Qual e' la ""portata"" del faro indicata sulla carta nautica, edita dall'I.I.M.M., rappresentante i mari italiani?";sempre la portata geografica.;F;sempre la portata luminosa.;F;la portata nominale.;V;
806;None;Di un faro si legge << 0.5 (in grassetto) - 1 - 0.5 (in grassetto) -2 >> nell'Elenco Fari e segnali da nebbia:;vi sono due fasi di eclissi ciascuna della durata di 0,5 secondi.;F;vi sono due fasi di luce di cui la prima dura 1 secondo e la seconda dura 2 secondi.;F;"il ""periodo"" ha una durata di 4 secondi.";V;
807;None;Di un faro si legge << 1,5 (in grassetto) - 2 - 1.5 (in grassetto) -2 >> nell'Elenco Fari e segnali da nebbia:;vi sono due fasi di eclissi della durata complessiva di 3 secondi.;F;vi sono due fasi di luce, ciascuna della durata di 2 secondi.;F;"il ""periodo"" ha una durata di 7 secondi.";V;
808;None;Il segnale cardinale che di notte emette nove scintillii, indica:;pericolo a est: passare a ovest.;V;pericolo a nord: passare a sud.;F;pericolo a ovest: passare a est.;F;
809;None;Il segnale cardinale che di notte emette tre scintillii, indica:;pericolo a nord: passare a sud.;F;pericolo a ovest: passare a est.;V;pericolo a est: passare a ovest.;F;
810;None;Il segnale cardinale che di notte emette sei scintillii, indica:;pericolo a ovest: passare a est.;F;pericolo a est: passare a ovest.;F;pericolo a nord: passare a sud.;V
811;None;"Sulla carta nautica, vicino al simbolo del faro, si legge la scritta""settore rosso"". Significa che in quel settore:";e' interdetta la navigazione.;F;si puo' navigare solo in caso di emergenza.;F;e' consentita la navigazione, ma bisogna prestare attenzione ad un determinato pericolo.;V
812;None;Quali sono gli elementi che influenzano la portata luminosa dei fari?;l'intensita' luminosa della luce, la visibilita' meteorologica e la sensibilita' dell'occhio dell'osservatore.;V;la curvatura della terra, l'altezza della luce e l'elevazione dell'occhio dell'osservatore.;F;l'assetto dell'unita', il riverbero del mare e lo stato nuvoloso.;F
813;None;La portata nominale di un faro:;corrisponde alla portata luminosa di una luce riferita ad una atmosfera omogenea in cui la visibilita' meteorologica e' pari a 10 miglia nautiche.;V;dipende dall'altezza del faro.;F;dipende dall'altezza dell'occhio dell'osservatore.;F
814;None;Quali sono gli elementi che influenzano la portata geografica di un faro?;l'intensita' luminosa, la visibilita' meteorologica e la sensibilita' dell'occhio dell'osservatore.;F;la curvatura della terra, l'altezza della luce e l'elevazione dell'occhio dell'osservatore.;V;l'assetto dell'unita', il riverbero del mare e lo stato nuvoloso.;F
815;None;"Da cosa e' rappresentata la ""fase"" di un segnalamento marittimo?";dall'intervallo di tempo che intercorre tra un ciclo di luce ritmica e uno a luce fissa.;F;da ogni successivo elemento che compone un ciclo di una luce ritmica (lampo, eclissi).;V;dall'intervallo di tempo che intercorre tra due cicli successivi (lampo, eclisse).;F
816;None;"Cosa si intende per ""boa luminosa""?";un segnalamento  luminoso galleggiante fluttuante sulla superficie del mare.;F;un segnalamento luminoso galleggiante vincolato al fondo marino.;V;un segnalamento luminoso galleggiante a rimorchio di un battello pneumatico.;F
817;None;Cosa segnalano, di massima, le boe luminose?;i limiti delle acque territoriali.;F;i limiti dei canali navigabili,pericoli afferenti la sicurezza della navigazione e specchi acquei di particolare interesse.;V;i limiti delle rade, delle aree di ancoraggio e delle zone riservate alla pesca sportiva.;F
818;None;"La descrizione ""Sc.(3)"" identifica un segnalamento luminoso:";a lampi, a gruppi di 3.;F;intermittente, a gruppi di 3.;F;scintillante, a gruppi di 3.;V
819;None;"La descrizione ""Alt. b.r."" identifica un segnalamento luminoso:";con luce che mostra contemporaneamente i colori bianco e rosso.;F;a luce alternata,  che mostra i colori bianco e rosso in cui la durata della luce bianca e' doppia rispetto a quella della luce rossa.;F;a luce alternata, che mostra alternativamente i colori bianco e rosso.;V
820;None;"La descrizione ""Int.(2)"" identifica un segnalamento luminoso:";intermittente, a gruppi di eclissi di 2.;V;scintillante rapida, a gruppi di 2.;F;a luce alternata, a gruppi di 2.;F
821;None;"Come si puo' definire un ""riflettore radar ""?";un dispositivo radar attivo, sistemato sulla terra ferma, che fornisce esclusivamente il valore del rilevamento sotto l'azione degli impulsi radar ricevuti.;F;un dispositivo radar attivo sistemato sulla terra ferma, che emette un apposito codice di identificazione.;F;un dispositivo, che puo' essere sistemato anche sui segnalamenti, consentendo di riflettere in maniera passiva gli impulsi emessi dairadar.;V
822;None;Cosa indica la seguente sigla alfanumerica posta in prossimita' del faro di Capo Negro dell'Isola di Zannone Fl(3) 10s 37m 12M?;che emette una luce lampeggiante a gruppi di 10 lampi ogni 3 secondi, la cui struttura ha un'altezza rispetto al livello medio del mare di 12 metri, ed e' visibile ad una portata nominale di37 miglia nautiche.;F;che emette una luce lampeggiante a gruppi di 3 lampi ogni 10 secondi, la cui struttura ha un'altezza rispetto al livello medio del mare di 37 metri, ed e' visibile ad una portata nominale di 12 miglia nautiche.;V;che emette una luce fissa di 3 secondi, la cui struttura ha un'altezza rispetto al livello mediodel mare di 10 metri, ed e' visibile ad una portata nominale di 12 miglia nautiche.;F
823;None;Un'unita' navale che si trovi a navigare in prossimita' del segnalamento marittimo di fianco indicato, quale precauzione dovrebbe adottare?;passare indifferentemente a est o a ovest della boa, essendo questa un segnale di allineamento per l'accesso a uno schema di separazione del traffico.;F;passare ad ovest della boa, essendo questa un segnale cardinale del sistema AISM-IALA.;V;passare a est della boa, essendo questa un segnale cardinale del sistema AISM-IALA.;F
824;None;Cosa indica la sigla alfabetica posta sotto alla boa luminosa di fianco rappresentata?;che la struttura della boa luminosa, facente parte dei segnali cardinali del sistema AISM-IALA, ha una colorazione  grigio-nero-grigio.;F;che la luce della boa luminosa, facente parte dei segnali cardinali del sistema AISM-IALA, ha una colorazione gialla intermittente.;F;che la struttura della boa luminosa, facente parte dei segnali cardinali del sistema AISM-IALA, ha una colorazione gialla con banda nera.;V
825;None;Cosa indica il segnale marittimo rappresentato in figura?;un segnale di acque sicure del sistema di segnalamento marittimo AISM-IALA.;V;un segnale cardinale del sistema di segnalamento marittimo AISM- IALA.;F;un segnale di pericolo isolato del sistema di segnalamento marittimo AISM-IALA.;F
826;None;Cosa indica il segnale marittimo rappresentato in figura, posto in prossimita' (S) del porto di Piombino?;boa luminosa ad asta indicante un segnale speciale del sistema di segnalamento marittimo AISM-IALA.;V;boa luminosa ad asta indicante un segnale di acque sicure del sistema di segnalamento marittimo AISM-IALA.;F;boa luminosa ad asta indicante un segnale cardinale del sistema di segnalamento marittimo AISM- IALA.;F
827;None;Di che colore e' il corpo del segnale marittimo rappresentato in figura, posto in prossimita' (S) del porto di Piombino?;nero.;F;bianco.;F;giallo.;V
828;None;Cosa indica la caratteristica del segnale marittimo rappresentato in figura, posto a Sud del porto di Piombino?;un lampo giallo ogni 3secondi con portata nominale di 4 miglia nautiche.;V;3 lampi gialli ogni 3 secondi con visibilita' di 4 miglia nautiche.;F;un lampo giallo ogni 4 secondi con portata geografica di 3 miglia nautiche.;F
829;None;Con riferimento alle caratteristiche dei segnalamenti marittimi riportate in una carta nautica, cosa indica la sigla alfanumerica posta lateralmente alla boa luminosa di fianco rappresentata?;che la boa luminosa, facente parte dei segnali cardinali del sistema AISM-IALA, emette10 lampi ogni 3 secondi, ed e' visibile a una portatanominale di 5 miglia nautiche.;F;che la boa luminosa, facente parte dei segnali cardinali del sistema AISM-IALA, emette luci scintillanti a gruppi di 3 ogni 10 secondi, ed e' visibile a una portata nominale di 5 miglia;V;che la boa luminosa, facente parte dei segnali cardinali del sistema AISM-IALA, emette 10 lampi ogni 5 minuti , ed e' visibile ad una portata geografica di 3 miglia nautiche.;F
830;None;Cosa indica il miraglio del segnale marittimo rappresentato in figura, posto in prossimita' (NE) delle Isole dei Poveri?;che l'area navigabile e' postaa ponente del segnale stesso.;F;che l'area navigabile e' posta a levante del segnale stesso.;V;che l'area navigabile e' posta a sud del segnale stesso.;F
831;None;Cosa indica la sigla alfabetica posta sotto alla boa luminosa di fianco rappresentata?;che la struttura della boa luminosa, facente parte dei segnali cardinali del sistema AISM-IALA, ha una colorazione nero-grigio-nero.;F;che la struttura della boa luminosa, facente parte dei segnali cardinali del sistema AISM-IALA, ha una colorazione nera con banda gialla.;V;che la luce della boa luminosa, facente parte dei segnali cardinali del sistema AISM-IALA, ha una colorazione gialla intermittente.;F
832;None;Di che colore e' il corpo del segnale marittimo rappresentato in figura, posto in prossimita' (N) di P.ta della Volpe?;colore giallo sopra il nero.;F;colore nero sopra il giallo.;V;colore bianco sopra il giallo.;F
833;None;Cosa indica la caratteristica del segnale marittimo rappresentato in figura?;lampeggiante a gruppi di4 lampi.;F;scintillante a gruppi di 4 lampi.;F;scintillante continua e una portata nominale di 4 miglia nautiche.;V
834;None;Cosa indica il segnale marittimo rappresentato in figura, posto in prossimita' (SW) dell'isola Mortorio?;boa luminosa a fuso indicante un segnale di pericolo isolato del sistema di segnalamento marittimo AISM-IALA.;F;boa non luminosa ad asta indicante un segnale cardinale Sud del sistema di segnalamento marittimo AISM-IALA.;V;boa luminosa a fuso indicante un pericolo isolato.;F
835;None;Cosa indica il miraglio del segnale marittimo rappresentato in figura, posto in prossimita' (SW) dell'Isola Mortorio?;che l'area navigabile e' posta a Nord del segnale stesso.;F;che l'area navigabile e' posta aOvest del segnale stesso.;F;che l'area navigabile e' posta a Sud del segnale stesso.;V
836;None;Cosa indica il segnale marittimo rappresentato in figura?;il segnale di sinistra (zona A) entrando nei porti o nei canali.;V;il segnale di dritta (zona A)entrando nei porti o nei canali.;F;il segnale di pericolo isolato.;F
837;None;Cosa indica il segnale marittimo rappresentato in figura?;il segnale di sinistra (zona A) entrando nei porti o nei canali.;F;il segnale di dritta (zona A)entrando nei porti o nei canali.;V;il segnale di acque libere.;F
838;None;Navigazione fluviale il segnale rappresentato in figura a fianco indica:;segnale di chiamata e rimando dirigersi verso la sponda dove si trova il segnale e abbandonarla immediatamente dopo averla raggiunta.;V;segnale di chiamata e rimando dobbiamo proseguire lungo la sponda dove si trova il segnale sino ad avviso successivo.;F;segnale di chiamata e rimando l'unita' deve dirigersi verso la sponda e fare marcia indietro.;F
839;None;Navigazione fluviale tra due imbarcazioni in navigazione con rotte opposte chi ha la precedenza sull'altra?;quella piu' grande perche' con maggiori difficolta' di manovra.;F;quella che naviga avendo la corrente a favore.;V;quella che naviga controcorrente.;F
840;None;Navigazione fluviale si deve attraversare un ponte avente piu' arcate sotto quale arcata si passa?;quella piu' a dritta.;F;quella centrale.;F;quella segnalata da un rombo giallo.;V
841;None;Navigazione fluviale procediamo controcorrente quando incrociamo una boa bianca:;si passa a sinistra del segnale.;V;la si evita passando a dritta o a sinistra indifferentemente.;F;si passa a dritta del segnale.;F
842;None;Navigazione fluviale rileviamo l'approssimarsi di una curva a gomito:;si accendono i fanali regolamentari e si rallenta.;F;si rallenta soltanto.;F;si emette 1 suono prolungato e si rimane sull'ascolto della risposta da parte di eventuale altra unita'.;V
843;None;Navigazione fluviale il segnale rappresentato in figura a fianco:;se presente sulla sponda destra, indica che dobbiamo abbandonare la sponda dove si trova il segnale.;F;se presente sulla sponda destra, indica che dobbiamo dirigere verso la sponda dove si trova il segnale.;V;indica che dobbiamo invertire il senso di marcia.;F
844;None;Navigazione fluviale il segnale rappresentato in figura a fianco:;se presente sulla sponda sinistra, indica che dobbiamo dirigere verso la sponda dove si trova il segnale.;V;se presente sulla sponda sinistra, indica che dobbiamo abbandonare la sponda dove si trova il segnale.;F;indica che dobbiamo invertire il senso di marcia.;F
845;None;Navigazione fluviale il segnale rappresentato in figura a fianco indica:;segnale di prosecuzione nella sponda opposta devo ridurre la velocita'.;F;segnale di prosecuzione devo aumentare la velocita' della mia unita' perche' c'e' una forte corrente.;F;segnale di prosecuzione devo proseguire lungo la sponda dove si trova il segnale sino ad avviso successivo.;V
846;None;Navigazione fluviale: quale tra le seguenti attrezzature deve essere imbarcata tra le dotazioni di bordo dell'unita'?;un faro anabbagliante orientabile.;V;lo specchietto retrovisore convesso.;F;la cassetta di pronto soccorso.;F
847;None;Attraverso quale scala viene misurata la forza del vento?;la scala Douglas.;F;la scala Beaufort.;V;la scala di Coriolis.;F
848;None;Quale tra queste affermazioni e' corretta?;la brezza diurna e quella notturna hanno la medesima intensita'.;F;la brezza di notte e' piu' intensa di quella diurna.;F;la brezza che spira durante le ore diurne e' piu' intensa rispetto a quella notturna.;V
849;None;Cosa si intende per escursione diurna di temperatura?;la differenza che intercorre tra il valore di temperatura misurato alle ore 00:00 localie quello misurato alle ore12:00 locali.;F;la differenza che intercorre tra il valore massimo di temperatura e quello minimo nel corso della giornata.;V;la differenza che intercorre tra il valore di temperatura rilevato all'alba e quello rilevato al tramonto.;F
850;None;Quali fenomeni sono generati dal vapore acqueo?;genera neve e grandine.;F;genera l'effetto serra, mentre sulla superficie terrestre si forma l'effetto albedo.;F;a seguito della sua condensazione, nell'aria si generano nubi e nebbie mentre sulla superficie terrestre si formano rugiada e brina.;V
851;None;Qual e' l'unita' di misura internazionale per indicare il valore della pressione atmosferica?;Hectopascal (hPa).;V;Newton (N).;F;Millimetri Torricelli (mmT).;F
852;None;Cosa si intende per isobare?;Linee di uguale pressione.;V;Linee di uguale temperatura.;F;linee di uguale differenza di pressione.;F
853;None;Cosa si intende per nebbia?;qualsiasi forma di condensazione del vapore acqueo negli strati atmosferici a immediato contatto con il suolo o gli specchi acquei.;V;qualsiasi forma di condensazione del vapore acqueo negli strati atmosferici superiori.;F;e' un sinonimo di foschia.;F
854;None;Come si definisce il vento?;il movimento obliquo dell'aria i cui caratteri distintivi sono l'accelerazione e laturbolenza.;F;il movimento verticale dell'aria i cui caratteri distintivi sono la frequenza e la provenienza.;F;lo spostamento pressocche' orizzontale di una massa d'aria i cui caratteri distintivi sono la direzionee la velocita'.;V
855;None;Quali sono i principali movimenti a cui e' soggetto il mare?;correnti, onde e maree.;V;orizzontali, laterali e sussultori.;F;oceanografici, torrenziali e convergenti.;F
856;None;Come si definiscono le maree?;movimenti oscillanti delle masse d'acqua generati dalla rotazione terrestre.;F;movimento orizzontale del mare generato dal magnetismo terrestre.;F;l'oscillazione del livello del mare generata dalla forza di attrazione gravitazionale esercitata principalmente dal sole e dalla luna.;V
857;None;Come si definisce il fenomeno atmosferico generato dalla sovrapposizione di un fronte freddo e di un fronte caldo?;fronte occluso.;V;fronte tropicale.;F;fronte equatoriale.;F
858;None;Quale elemento risulta fondamentale al fine di prevedere l'evoluzione delle condizioni meteorologiche durante la navigazione?;la conoscenza della tendenza della pressione atmosferica nel tempo.;V;la conoscenza della variazione di temperatura atmosferica nel tempo.;F;la conoscenza della variazione dell'umidita' atmosferica nel tempo.;F
859;None;"Quali sono le principali caratteristiche delle nubi denominate""cirri""?";colore roseo, struttura lattiginosa, sono raggruppate a banchi.;F;colore grigio o bluastro, forma imponente.;F;colore bianco, struttura fibrosa, isolate.;V
860;None;"Quali sono i principali effetti meteorologici generati dalle nubi tipo ""cumulonembo""?";neve, nebbia e foschia.;F;rovesci, temporali o grandine.;V;tuoni, trombe d'aria e arcobaleno.;F
861;None;Un fronte meteorologico e':;la superficie di contatto, e pertanto di discontinuita', tra due masse d'aria aventi caratteristiche di temperatura, pressione e umidita' differenti.;V;l'intersezione tra una massa d'aria e la superficie terrestre.;F;la massa di nubi di altezza media tra 2000 e 6000 m.;F
862;None;Quando si ha un fronte caldo?;quando una massa d'aria calda (quindi anche piu' umida) si avvicina a una relativamente piu' fredda (e meno umida), scorrendovi sopra.;V;quando una massa d'aria fredda (quindi meno umida ma piu' densa) si avvicina e si incunea sotto a una massa relativamente piu' calda (piu' umida e piu' leggera), facendola salire.;F;quando una massa d'aria si interseca con la superficie terrestre.;F
863;None;Quando un fronte si definisce freddo?;quando una massa d'aria fredda (quindi meno umidama piu' densa) si avvicina e si incunea sotto a una massa relativamente piu' calda (piu' umida e piu' leggera), facendola salire e determinando un raffreddamento della regione;V;quando una massa d'aria piu' calda (quindi anche piu' umida) si avvicina a una relativamente piu' fredda (e meno umida), scorrendovi sopra.;F;quando una massa d'aria si interseca con la superficie terrestre.;F
864;None;Come puo' definirsi un fronte stazionario?;un fronte che non presenta alcun movimento, ossia nessuna delle masse d'aria interessate invade sensibilmente la zona occupata dall'altra.;V;la sovrapposizione di un fronte caldo e un fronte freddo.;F;un fronte che presenta un movimento verticale, tale da generare nubi denominate cirri.;F
865;None;Nel nostro emisfero:;il vento al suolo spira in senso orario intorno a una bassa pressione (o ciclone).;F;il vento al suolo spira in senso antiorario intorno a una bassa pressione (o ciclone).;V;il vento al suolo spira in senso antiorario intorno a un'alta pressione (a un anticiclone).;F
866;None;Cosa si intende per gradiente barico orizzontale?;la differenza di temperatura esistente tra due masse d'aria confinanti tra loro.;F;la differenza di pressione esistente tra due masse d'aria confinanti tra loro.;V;la differenza di umidita' esistente tra due masse d'aria confinanti tra loro.;F
867;None;Gli alisei sono:;venti periodici che spirano ad una velocita' compresa tra i40 e i 50 nodi e la cui intensita' risulta maggiore nei mesi caldi e umidi.;F;venti permanenti che spirano ad una velocita' compresa tra i 13 e i18 nodi e la cui intensita' risulta maggiore nei mesi freddi.;V;venti periodici che spirano ad una velocita' compresa tra i 30 e i 40 nodi e la cui intensita' risulta maggiore nei mesi caldi e umidi.;F
868;None;Cosa si intende per altezza della marea?;il valore dell'altezza delle onde di marea rispetto allo zero idrografico (in inglese chart datum).;F;il valore dell'altezza media delle piu' alte onde di marea rispetto allo zero idrografico (in inglese chart datum).;F;il valore dell'altezza dell'alta marea o della bassa marea rispetto allo zero idrografico (in inglese chart datum ).;V;
869;None;Qual e' l'Ente nazionale preposto a produrre le informazioni destinate all'assistenza meteorologica delle unita' navali in navigazione nel Mar Mediterraneo?;il Centro Nazionale di Meteorologia e Climatologia Aeronautica.;V;il Centro Nazionale delle Stazioni radio costiere.;F;la Centrale Operativa della GuardiaCostiera.;F;
870;None;"Cosa sono gli ""avvisi"" meteorologici sono messaggi che contengono:";utili informazioni  afferenti fenomeni di improvvisi innalzamenti di maree sigiziali.;F;utili informazioni afferenti fenomeni di improvvisi cambi di direzione delle correnti marine.;F;utili informazioni afferenti fenomeni meteorologici pericolosi per la navigazione marittima.;V;
871;None;Nell'ambito delle previsioni locali, quali segni premonitori possono indicare il perdurare del bel tempo?;repentino aumento della pressione atmosferica e presenza di cumulonembi all'orizzonte.;F;la pressione rimane costante o sale lentamente ed il sole si presenta di colore rosso nelle ore serali in condizioni di cielo chiaro.;V;repentino aumento della temperatura e basso tenore di umidita' nell'atmosfera.;F;
872;None;Nell'ambito delle previsioni locali, quali segni premonitori possono indicare il possibile peggioramento del tempo?;addensamento dei cirri in cirrostrati, repentina riduzione della pressione e presenza di vento sostenuto gia' dalle prime ore del mattino.;V;movimento delle nubi da Sud verso Nord e incremento repentino dell'umidita' al tramonto.;F;rotazione del vento da Sud verso Est e riduzione del livello del mare indipendentemente dalla marea.;F;
873;None;Nell'ambito delle previsioni locali, quali segni premonitori possono indicare il possibile miglioramento del tempo?;abbassamento  delle nubi e brusco calo della pressione atmosferica.;F;innalzamento delle basi delle nubi, rotazione in senso orario del vento da Est verso Sud e poi Ovest e rapido innalzamento della pressione.;V;repentino annuvolamento del cielo e movimento delle nubi a differenti altezze e in diverse direzioni.;F;
874;None;Nell'ambito delle previsioni locali, quali segni premonitori possono indicare il possibile verificarsi di precipitazioni piovose?;i venti da Sud calano di intensita', il barometro sale costantemente e il livello del mare tende a salire.;F;il barometro sale costantemente, con brusco calo della temperatura.;F;le nubi si addensano, i cirri assumono di una colorazione rossastra con calo repentino della pressione e rinforzo dei venti provenienti da Sud.;V;
875;None;Quali sono tra questi gli elementi che preannunciano l'approssimarsi di tempo cattivo durante la navigazione?;brusca caduta della pressione atmosferica e presenza di nuvole ad alto sviluppo verticale.;V;presenza di mare lungo e nuvole stratificate.;F;diminuzione della temperatura di rugiada e presenza di mare lungo.;F;
876;None;Nell'ambito delle previsioni locali, quali segni premonitori possono indicare la possibile formazione di nebbia?;movimento di un flusso di aria fredda e secca da unaregione oceanica piu' calda ad una piu' fredda, presenza di acqua molto piu' calda rispetto all'aria sovrastante e;F;movimento di un flusso di aria calda e umida da una regione oceanica piu' calda a una piu' fredda, presenza di acqua molto piu' fredda rispetto all'aria sovrastante e presenza di vento;V;oscuramento del cielo durante le ore serali, presenza di aria secca e vento regolare.;F;
877;None;Come possono suddividersi le carte meteorologiche?;carte al suolo e carte in quota.;V;carte generali e carte particolari.;F;carte gnomoniche e carte equatoriali.;F;
878;88;Che tipo di fronte e' rappresentato in figura?;fronte caldo.;F;fronte freddo.;V;fronte occluso.;F;
879;89;Che tipo di fronte e' rappresentato in figura?;fronte freddo.;F;fronte occluso.;F;fronte caldo.;V;
880;90;Che tipo di fronte e' rappresentato in figura?;fronte freddo.;F;fronte stazionario.;V;fronte caldo.;F;
881;91;Che tipo di fronte e' rappresentato in figura?;fronte occluso;V;fronte stazionario.;F;fronte caldo.;F;
882;None;Quali sono i venti del I quadrante?;Mezzogiorno, Libeccio ePonente.;F;Ponente, Maestrale eTramontana.;F;Tramontana, Grecale e Levante.;V;
883;None;Quali sono i venti del II quadrante?;Levante, Scirocco eMezzogiorno.;V;Mezzogiorno, Libeccio ePonente.;F;Ponente, Maestrale e Tramontana.;F;
884;None;Quali sono i venti del III quadrante?;Tramontana, Grecale eLevante.;F;Ponente, Maestrale eTramontana.;F;Mezzogiorno, Libeccio e Ponente.;V;
885;None;Quali sono i venti del IV quadrante?;Ponente, Maestrale eTramontana.;V;Tramontana, Grecale e Levante.;F;Levante, Scirocco e Mezzogiorno.;F;
886;None;La rosa dei venti rappresenta:;nome, forza e direzione dei venti.;F;l'orizzonte visibile, con il nome e la direzione di provenienza dei venti tipici del Mediterraneo.;V;la destinazione dei venti principali.;F;
887;None;"Gli ""Avvisi di Burrasca"" sono diffusi via radio:";"preceduti dal segnale di sicurezza ""SECURITe'"".";V;"preceduti dal segnale di sicurezza ""MAYDAY"".";F;"preceduti dal segnale di sicurezza""PANPAN"".";F;
888;None;"Gli ""Avvisi di Tempesta"" o ""di Burrasca"":";coprono un'area estesa quanto il mar Mediterraneo.;F;segnalano che una tempesta o burrasca si sviluppera' non prima di 12 ore.;F;segnalano tempesta o burrasca in corso o imminente.;V
889;None;Il Ponente spira dalla direzione cardinale:;Est.;F;Nord.;F;Ovest.;V
890;None;L'anemometro misura:;La velocita' del vento.;V;La velocita' della corrente.;F;La velocita' dell'imbarcazione.;F
891;None;Da quale direzione proviene il vento di Scirocco?;Sud-Est.;V;Sud-Ovest.;F;Nord-Ovest.;F
892;None;Quali tra le seguenti informazioni sono riportate nel Meteomar:;sorgere e tramonto del sole, per valutare la formazione delle nebbie.;F;avvisi urgenti ai naviganti(Avurnav).;F;avvisi (es. di temporali o di burrasca), in corso o previsti.;V
